# Seine Fishery Age Composition (proportion of each age): Median Posterior Prediction
"# Year","3","4","5","6","7","8","9+"
"1997",0.256,0.154,0.205,0.026,0.09,0.026,0.256
"1998",0.228,0.351,0.114,0.132,0.018,0.053,0.096
"1999",0.025,0.367,0.316,0.089,0.101,0.013,0.076
"2000",0.163,0.041,0.347,0.265,0.061,0.082,0.041
"2001",0.044,0.244,0.044,0.289,0.222,0.044,0.089
"2002",0.657,0.03,0.09,0.015,0.09,0.075,0.03
"2003",0.109,0.691,0.018,0.055,0,0.055,0.055
"2004",0.059,0.147,0.647,0,0.029,0,0.059
"2005",0.1,0.1,0.167,0.533,0,0.033,0.033
"2006",0.083,0.167,0.083,0.125,0.458,0,0.042
"2007",0.396,0.094,0.094,0.057,0.075,0.245,0.019
"2008",0.247,0.397,0.068,0.055,0.027,0.041,0.137
"2009",0.1,0.36,0.36,0.04,0.04,0.02,0.06
"2010",0.143,0.143,0.357,0.25,0.036,0,0.036
"2011",0.033,0.267,0.167,0.267,0.2,0,0.033
"2012",0.164,0.075,0.239,0.119,0.194,0.149,0.03
"2013",0.053,0.263,0.053,0.211,0.105,0.158,0.105
"2014",0.029,0.143,0.314,0.057,0.171,0.086,0.2
"2015",0.118,0.059,0.118,0.294,0.059,0.118,0.176
"2016",0.25,0.25,0.042,0.083,0.167,0.042,0.125
"2017",0.35,0.25,0.15,0.025,0.05,0.1,0.05
"2018",0.161,0.452,0.194,0.065,0,0.032,0.065
"2019",0.708,0.083,0.125,0.042,0,0,0
"2020",0.111,0.722,0.056,0.056,0,0,0
"2021",0.098,0.146,0.634,0.024,0.049,0,0
"2022",0.263,0.132,0.132,0.395,0.026,0.026,0
"2023",0.286,0.238,0.095,0.048,0.238,0,0
"2024",0.1,0.367,0.2,0.067,0.067,0.167,0

# Spawner Survey Age Composition (proportion of each age): Lower 95% Posterior Predictive Interval
"# Year","3","4","5","6","7","8","9+"
"1980",NA,NA,NA,NA,NA,NA,NA
"1981",NA,NA,NA,NA,NA,NA,NA
"1982",0,0,0,0.125,0,0,0
"1983",0.091,0,0,0,0,0,0
"1984",0.056,0.167,0,0,0,0,0
"1985",0,0.16,0.16,0,0,0,0
"1986",0.039,0.039,0.208,0.182,0.013,0,0.026
"1987",0.44,0.02,0,0.04,0.02,0,0
"1988",0.011,0.582,0.011,0,0.033,0.022,0
"1989",0,0.019,0.528,0,0,0.019,0.019
"1990",0,0,0.02,0.54,0,0,0.04
"1991",0.283,0,0,0.011,0.315,0,0.011
"1992",0,0.355,0,0,0,0.161,0
"1993",0.017,0,0.417,0,0,0,0.133
"1994",0,0.091,0,0.418,0,0,0.055
"1995",0.119,0,0.068,0,0.288,0,0
"1996",0.036,0.145,0,0.036,0,0.236,0
"1997",0.154,0.064,0.103,0,0.026,0,0.154
"1998",0.14,0.254,0.053,0.07,0,0.018,0.044
"1999",0,0.253,0.203,0.025,0.038,0,0.025
"2000",0.061,0,0.204,0.143,0,0.02,0
"2001",0,0.111,0,0.156,0.089,0,0.022
"2002",0.507,0,0.03,0,0.03,0.015,0
"2003",0.036,0.545,0,0,0,0,0
"2004",0,0.029,0.471,0,0,0,0
"2005",0,0,0.033,0.333,0,0,0
"2006",0,0.042,0,0,0.25,0,0
"2007",0.245,0.019,0.019,0,0.019,0.132,0
"2008",0.137,0.274,0.014,0.014,0,0,0.068
"2009",0.02,0.22,0.22,0,0,0,0
"2010",0.036,0.036,0.179,0.107,0,0,0
"2011",0,0.1,0.033,0.1,0.067,0,0
"2012",0.074,0.015,0.134,0.045,0.104,0.06,0
"2013",0,0.053,0,0.053,0,0,0
"2014",0,0.029,0.143,0,0.057,0,0.057
"2015",0,0,0,0.059,0,0,0
"2016",0.083,0.083,0,0,0.042,0,0
"2017",0.2,0.1,0.05,0,0,0.025,0
"2018",0.032,0.258,0.065,0,0,0,0
"2019",0.5,0,0,0,0,0,0
"2020",0,0.5,0,0,0,0,0
"2021",0,0.049,0.463,0,0,0,0
"2022",0.105,0.026,0.026,0.237,0,0,0
"2023",0.095,0.095,0,0,0.048,0,0
"2024",0,0.167,0.067,0,0,0.033,0

# Spawner Survey Age Composition (proportion of each age): Upper 95% Posterior Predictive Interval
"# Year","3","4","5","6","7","8","9+"
"1980",NA,NA,NA,NA,NA,NA,NA
"1981",NA,NA,NA,NA,NA,NA,NA
"1982",0.5,0.375,0.5,0.75,0.125,0,0
"1983",0.727,0.455,0.273,0.273,0.455,0.091,0
"1984",0.444,0.611,0.278,0.167,0.222,0.333,0.056
"1985",0.2,0.52,0.52,0.2,0.12,0.16,0.24
"1986",0.195,0.195,0.429,0.39,0.13,0.078,0.156
"1987",0.72,0.16,0.12,0.22,0.2,0.08,0.08
"1988",0.11,0.78,0.11,0.066,0.143,0.132,0.066
"1989",0.057,0.189,0.792,0.113,0.075,0.151,0.151
"1990",0.06,0.08,0.18,0.8,0.12,0.08,0.201
"1991",0.511,0.054,0.043,0.12,0.543,0.076,0.109
"1992",0.097,0.742,0.065,0.065,0.129,0.484,0.129
"1993",0.167,0.1,0.717,0.05,0.033,0.083,0.383
"1994",0.109,0.309,0.127,0.691,0.055,0.018,0.255
"1995",0.39,0.119,0.271,0.102,0.576,0.034,0.136
"1996",0.236,0.418,0.091,0.236,0.091,0.509,0.091
"1997",0.372,0.244,0.308,0.064,0.167,0.064,0.372
"1998",0.325,0.456,0.184,0.211,0.044,0.105,0.167
"1999",0.076,0.494,0.443,0.165,0.177,0.038,0.152
"2000",0.286,0.122,0.49,0.408,0.163,0.163,0.102
"2001",0.156,0.4,0.111,0.422,0.356,0.133,0.178
"2002",0.776,0.09,0.179,0.045,0.179,0.149,0.09
"2003",0.218,0.818,0.073,0.127,0.036,0.127,0.127
"2004",0.176,0.294,0.794,0.088,0.118,0.029,0.176
"2005",0.233,0.233,0.333,0.733,0.067,0.133,0.1
"2006",0.25,0.333,0.25,0.292,0.667,0.083,0.167
"2007",0.547,0.208,0.208,0.132,0.151,0.396,0.075
"2008",0.37,0.534,0.137,0.123,0.082,0.096,0.247
"2009",0.2,0.52,0.52,0.1,0.1,0.06,0.16
"2010",0.321,0.321,0.536,0.464,0.107,0.107,0.143
"2011",0.167,0.433,0.333,0.435,0.367,0.1,0.1
"2012",0.269,0.164,0.373,0.224,0.313,0.254,0.075
"2013",0.211,0.474,0.211,0.421,0.263,0.368,0.316
"2014",0.086,0.286,0.514,0.171,0.314,0.2,0.343
"2015",0.353,0.176,0.353,0.529,0.176,0.353,0.353
"2016",0.417,0.458,0.167,0.25,0.375,0.125,0.333
"2017",0.525,0.4,0.3,0.1,0.15,0.2,0.15
"2018",0.355,0.645,0.355,0.194,0.065,0.097,0.161
"2019",0.875,0.208,0.292,0.125,0.083,0.042,0.083
"2020",0.278,0.944,0.167,0.222,0.111,0.056,0.056
"2021",0.22,0.293,0.805,0.098,0.122,0.073,0.049
"2022",0.447,0.263,0.263,0.579,0.079,0.105,0.053
"2023",0.524,0.476,0.238,0.238,0.429,0.095,0.095
"2024",0.3,0.6,0.4,0.167,0.167,0.333,0.067
