# Seine Fishery Age Composition (proportion of each age): Median Posterior Prediction
"# Year","3","4","5","6","7","8","9+"
2014,NA,NA,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA,NA,NA
2020,NA,NA,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA,NA,NA


# Spawner Survey Age Composition (proportion of each age): Median Posterior Prediction
"# Year","3","4","5","6","7","8","9+"
1980,0.062,0.812,0.125,0,0,0,0
1981,0,0.143,0.714,0,0,0,0
1982,0.053,0.158,0.211,0.526,0.053,0,0
1983,0.12,0.2,0.12,0.16,0.32,0.04,0
1984,0.071,0.429,0.143,0.071,0.071,0.167,0.024
1985,0.017,0.293,0.379,0.086,0.034,0.052,0.121
1986,0.029,0.097,0.349,0.32,0.074,0.034,0.091
1987,0.263,0.114,0.088,0.228,0.202,0.044,0.053
1988,0.014,0.659,0.067,0.038,0.096,0.087,0.034
1989,NA,NA,NA,NA,NA,NA,NA
1990,0,0.018,0.096,0.693,0.053,0.026,0.114
1991,0.133,0.019,0.019,0.085,0.616,0.043,0.076
1992,0,0.486,0.014,0.014,0.043,0.371,0.057
1993,NA,NA,NA,NA,NA,NA,NA
1994,NA,NA,NA,NA,NA,NA,NA
1995,NA,NA,NA,NA,NA,NA,NA
1996,NA,NA,NA,NA,NA,NA,NA
1997,0.071,0.143,0.286,0.036,0.107,0.036,0.321
1998,0.071,0.357,0.143,0.143,0,0.071,0.143
1999,NA,NA,NA,NA,NA,NA,NA
2000,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA
2003,NA,NA,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA,NA,NA
2008,NA,NA,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA,NA,NA
2020,NA,NA,NA,NA,NA,NA,NA
2021,NA,NA,NA,NA,NA,NA,NA

# Spawner Survey Age Composition (proportion of each age): Lower 95% Posterior Predictive Interval
"# Year","3","4","5","6","7","8","9+"
1980,NA,NA,NA,NA,NA,NA,NA
1981,NA,NA,NA,NA,NA,NA,NA
1982,0,0,0,0.125,0,0,0
1983,0.091,0,0,0,0,0,0
1984,0.056,0.167,0,0,0,0,0
1985,0,0.16,0.16,0,0,0,0
1986,0.039,0.039,0.211,0.171,0.013,0,0.026
1987,0.449,0.02,0,0.041,0.02,0,0
1988,0.011,0.578,0.011,0,0.022,0.022,0
1989,0,0.019,0.528,0,0,0.019,0.019
1990,0,0,0.02,0.531,0,0,0.041
1991,0.286,0,0,0.011,0.319,0,0.011
1992,0,0.367,0,0,0,0.133,0
1993,0.017,0,0.424,0,0,0,0.136
1994,0,0.091,0,0.4,0,0,0.055
1995,0.102,0,0.068,0,0.339,0,0.017
1996,0.055,0.164,0,0.036,0,0.218,0
1997,0.156,0.078,0.117,0,0.026,0,0.143
1998,0.142,0.257,0.053,0.071,0,0.009,0.044
1999,0,0.256,0.218,0.026,0.038,0,0.026
2000,0.061,0,0.204,0.143,0,0.02,0
2001,0,0.114,0,0.159,0.091,0,0
2002,0.515,0,0.03,0,0.03,0.015,0
2003,0.037,0.556,0,0,0,0,0
2004,0,0.03,0.455,0,0,0,0
2005,0,0,0.033,0.367,0,0,0
2006,0,0.042,0,0,0.25,0,0
2007,0.231,0.019,0.019,0,0.019,0.135,0
2008,0.153,0.292,0.014,0,0,0,0.056
2009,0.02,0.22,0.22,0,0,0,0
2010,0.037,0.037,0.148,0.111,0,0,0
2011,0,0.1,0.033,0.1,0.067,0,0
2012,0.075,0.015,0.134,0.045,0.104,0.075,0
2013,0,0.053,0,0.053,0,0,0
2014,0,0.029,0.143,0,0.057,0,0.086
2015,0,0,0,0.059,0,0,0
2016,0.042,0.083,0,0,0.042,0,0.042
2017,0.2,0.1,0.05,0,0,0,0
2018,0.032,0.258,0.032,0,0,0,0
2019,0.458,0,0,0,0,0,0
2020,0,0.5,0,0,0,0,0
2021,0,0.025,0.45,0,0,0,0

# Spawner Survey Age Composition (proportion of each age): Upper 95% Posterior Predictive Interval
"# Year","3","4","5","6","7","8","9+"
1980,NA,NA,NA,NA,NA,NA,NA
1981,NA,NA,NA,NA,NA,NA,NA
1982,0.5,0.375,0.5,0.75,0.25,0,0
1983,0.727,0.455,0.273,0.273,0.455,0.091,0
1984,0.444,0.611,0.278,0.167,0.167,0.278,0.056
1985,0.2,0.52,0.52,0.2,0.12,0.16,0.24
1986,0.197,0.197,0.421,0.395,0.132,0.079,0.158
1987,0.735,0.163,0.122,0.224,0.204,0.082,0.082
1988,0.111,0.778,0.111,0.067,0.144,0.133,0.067
1989,0.057,0.189,0.792,0.113,0.075,0.151,0.151
1990,0.061,0.061,0.184,0.796,0.122,0.082,0.204
1991,0.516,0.055,0.044,0.121,0.527,0.077,0.11
1992,0.1,0.733,0.067,0.067,0.133,0.5,0.133
1993,0.186,0.102,0.729,0.051,0.034,0.068,0.373
1994,0.109,0.327,0.127,0.709,0.055,0.018,0.255
1995,0.322,0.119,0.271,0.119,0.61,0.034,0.136
1996,0.236,0.418,0.109,0.218,0.091,0.491,0.091
1997,0.364,0.247,0.312,0.065,0.156,0.065,0.351
1998,0.319,0.46,0.186,0.212,0.044,0.106,0.159
1999,0.077,0.5,0.449,0.154,0.179,0.038,0.141
2000,0.286,0.122,0.49,0.408,0.143,0.163,0.102
2001,0.159,0.409,0.114,0.432,0.341,0.136,0.182
2002,0.788,0.091,0.182,0.045,0.167,0.152,0.091
2003,0.222,0.833,0.074,0.13,0.037,0.13,0.13
2004,0.182,0.303,0.818,0.091,0.121,0.03,0.152
2005,0.233,0.233,0.333,0.733,0.067,0.1,0.1
2006,0.25,0.333,0.25,0.292,0.667,0.083,0.125
2007,0.538,0.192,0.212,0.135,0.154,0.385,0.058
2008,0.389,0.556,0.139,0.111,0.069,0.097,0.222
2009,0.22,0.5,0.52,0.12,0.1,0.06,0.14
2010,0.296,0.333,0.519,0.444,0.111,0.111,0.111
2011,0.133,0.433,0.333,0.433,0.367,0.1,0.1
2012,0.269,0.149,0.373,0.224,0.328,0.269,0.09
2013,0.211,0.526,0.211,0.368,0.263,0.316,0.316
2014,0.143,0.257,0.486,0.171,0.314,0.2,0.371
2015,0.353,0.235,0.353,0.471,0.176,0.294,0.353
2016,0.417,0.417,0.208,0.25,0.375,0.125,0.333
2017,0.55,0.4,0.325,0.1,0.125,0.2,0.15
2018,0.323,0.645,0.355,0.226,0.097,0.097,0.161
2019,0.875,0.208,0.292,0.125,0.083,0.042,0.083
2020,0.278,0.944,0.167,0.222,0.111,0.056,0.056
2021,0.275,0.3,0.825,0.1,0.125,0.075,0.05
